image_path,text
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-067.jpeg,"सू ४.] 		प्रथमो५ध्यायः । 		१५
त्परिनिष्ठितवस्तुनः, तत्प्रतिपादने च हेयोपादेयरहिते पुरुषा-
र्थाभावात् । अत एव ’ सोऽरोदीत् ’ इत्येवमादीनामानर्थक्यं
मा भूदिति ’ विधिना त्वेकवाक्यत्वात्स्तुत्यर्थेन विधीनां स्युः’
इति स्तावकत्वेनार्थवत्त्वमुक्तम् । मन्त्राणां च ’ इषे त्वा ’ इ-
त्यादीनां क्रियातत्साधनाभिधायकत्वेन कर्मसमवायित्वमुक्तम् ।
अतो न क्वचिदपि वेदवाक्यानां विधिसंस्पर्शमन्तरेणार्थवत्ता
दृष्टा उपपन्ना वा । न च परिनिष्ठिते वस्तुस्वरूपे विधिः सं-
भवति, क्रियाविषयत्वाद्विधेः तस्मात्कर्मापेक्षितकर्तृदेवतादि-
स्वरूपप्रकाशनेन क्रियाविधिशेषत्वं वेदान्तानाम् । अथ
प्रकरणान्तरभयान्नैतदभ्युपगम्यते, तथापि स्ववाक्यगतोपा-
सनादिकर्मपरत्वम् । तस्मान्न ब्रह्मणः शास्त्रयोनित्वमिति
प्राप्ते, उच्यते--
तत्तु समन्वयात् ।। ४ ।।
तु-शब्दः पूर्वपक्षव्यावृत्त्यर्थः । तद्ब्रह्य सर्वज्ञं सर्वशक्ति ज-
गदुत्पत्तिस्थितिलयकारणं वेदान्तशास्त्रादवगम्यते । कथम्?

४. समन्वया समन्वयात् । सर्वेषु हि वेदान्तेषु वाक्या-
धिकरणम् । नि तांत्पर्येणैतस्यार्थस्य प्रतिपादकत्वेन स-
मनुगतानि । ’ सदेव सोम्येदमग्र आसीत् ’  ’ एकमेवाद्विती-
यम् ’ ’ आत्मा वा इदमेक एवाग्र आसीत्’ ’ तदेतद्ब्रह्मापूर्व-"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-068.jpeg,"१६ 		सूत्रभाष्ये 		[पा. १.
मनपरमनन्तरमबाह्यम् ’ अयमात्मा ब्रह्म सर्वानुभूः’ ’ ब्र-
ह्यैवेदममृतं पुरस्तात् इत्यादीनि । न च तद्गतानां पदानां
ब्रह्मस्वरूपविषये निश्चिते समन्वयेऽवगम्यमाने अर्थान्तरकल्प-
ना युक्ता, श्रुतहान्यश्रुतकल्पनाप्रसङ्गात् । न च तेषां कर्तृदेव-
तादिस्वरूपप्रतिपादनपरता अवसीयते, ’ तत्केन कं पश्येत्’
इत्यादिक्रियाकारकफलनिराकरणश्रुतेः । न च परिनिष्ठितवस्तु-
स्वरूपत्वेऽपि प्रत्यक्षादिविषयत्वं ब्रह्मणः, ’ तत्त्वमसि’ इति
ब्रह्मात्मभावस्य शास्त्रमन्तरेणानवगम्यमानत्वात् । यत्तु हेयो-
पादेयरहितत्वादुपदेशानर्थक्यमिति, नैष दोषः ; हेयोपादेयशू-
न्यब्रह्मात्मतावगमादेव सर्वक्लेशप्रहाणात्पुरुषार्थसिद्धेः । देवता-
दिप्रतिपादनपरस्य तु स्ववाक्यगतोपासनार्थत्वेऽपि न कश्चिद्वि-
रोधः । न तु तथा ब्रह्मण उपासनाविधिशेषत्वं संभवति, एकत्वे
हेयोपादेयशून्यतया क्रियाकारकादिद्वैतविज्ञानोपमर्दोपपत्तेः ।
न हि ब्रह्यैकत्वविज्ञानेनोन्मथितस्य द्वैतविज्ञानस्य पुनः संभवो-
ऽस्ति येनोपासनाविधिशेषत्वं ब्रह्मणः प्रतिपाद्येत । यद्यप्यन्यत्र
वेदवाक्यानां विधिसंस्पर्शमन्तरेण प्रमाणत्वं न दृष्टम् ,
तथाप्यात्मविज्ञानस्य फलपर्यन्तत्वान्न तद्विषयस्य शास्त्रस्य
प्रामाण्यं शक्यं प्रत्याख्यातुम् । न चानुमानगम्यं शास्त्र-
प्रामाण्यम् , येनान्यत्र दृष्टं निदर्शनमपेक्ष्येत । तस्मात्सिद्धं"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-069.jpeg,"सू ४.] 		प्रथमो५ध्यायः ।		 १७
ब्रह्मणः शास्त्रप्रमाणकत्वम् ।।

अत्रापरे प्रत्यवतिष्ठन्ते-- यद्यपि शास्त्रप्रमाणकं ब्रह्म,
तथापि प्रतिपत्तिविधिविपयतयैव शास्त्रेण ब्रह्म समर्प्यते ;
यथा यूपाहवनीयादीन्यलौकिकान्यपि विधिशेषतया शास्त्रेण
समर्प्यन्ते, तद्वत् । कुत एतत् प्रवृत्तिनिवृत्तिप्रयोजनपरत्वा-
च्छास्त्रस्य । तथा हि शास्त्रतात्पर्यविदामनुक्रमणम्-- दृष्टो
हि तस्यार्थः कर्माववोधनं नाम ’ इति ; ’ चोदनेति क्रियायाः
प्रवर्तकं वचनम् ’ ’ तस्य ज्ञानमुपदेशः ’’ तद्भूतानां क्रियार्थेन
समाम्नायः’ ’ आगम्नायस्य क्रियार्थत्वादानर्थक्यमतदर्थानाम् ’
इति च । अतः पुरुषं क्वचिद्विषयविशेषे प्रवर्तयत्कुतश्चिद्विष-
यविशेषान्निवर्तयच्चार्थवच्छास्त्रम् । तच्छेषतया चान्यदुपयु-
क्तम् । तत्सामान्याद्वेदान्तानामपि तथैवार्थवत्त्वं स्यात् । सति
च विधिपरत्वे, यथा स्वर्गादिकामस्याग्निहोत्रादिसाधनं वि-
धीयते, एवममृतत्वकामस्य ब्रह्मज्ञानं विधीयत इति युक्तम् ।
नन्विह जिज्ञास्यवैलक्षण्यमुक्तम्-कर्मकाण्डे भव्यो धर्मो
जिज्ञास्यः, इह तु भूतं नित्यनिर्वृत्तं ब्रह्म जिज्ञास्यमिति ;
तत्र धर्मज्ञानफलादनुष्ठानसापेक्षाद्विलक्षणं ब्रह्मज्ञानफलं भवि-
तुमर्हति । नार्हत्येवं भवितुम् , कार्यविधिप्रयुक्तस्यैव ब्रह्मणः
प्रतिपाद्यमानत्वात् ।' आत्मा वा अरे द्रष्टव्यः ’ य आत्मा-
S. W . I . 2"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-070.jpeg,"१८ 		सूत्रभाष्ये			 [पा. १.
पहतपाप्मा ..... सोऽन्वेष्टव्यः स विजिज्ञासितव्यः ’ 'आत्मे-
त्येवोपासीत’ 'आत्मानमेव लोकमुपासीत ’ ’ ब्रह्म वेद ब्रह्मै-
व भवति ’ इत्यादिषु विधानेषु सत्सु, कोऽसावात्मा? ’ किं
तद्ब्रह्म ? ’ इत्याकाङ्क्षायां तत्स्वरूपसमर्पणेन सर्वे वेदान्ता उप-
युक्ताः- नित्यः सर्वज्ञः सर्वगतो नित्यतृप्तो नित्यशुद्धबुद्धमु-
क्तस्वभावो विज्ञानमानन्दं ब्रह्म इत्येवमादयः । तदुपास-
नाच्च शास्त्रदृष्टोऽदृष्टो मोक्षः फलं भविष्यति । कर्तव्यविध्य-
ननुप्रवेशे तु वस्तुमात्रकथने हानोपादानासंभवात् ’ सप्तद्वीपा
वसुमती ’ 'राजासौ गच्छति’ इत्यादिवाक्यवद्वेदान्तवाक्या-
नामानर्थक्यमेव स्यात् । ननु वस्तुमात्रकथनेऽपि ’ रज्जुरि-
यम्, नायं सर्पः’ इत्यादौ भ्रान्तिजनितभीतिनिवर्तनेनार्थवत्त्वं
दृष्टम् ; तथेहाप्यसंसार्यात्मवस्तुकथनेन संसारित्वभ्रान्तिनि-
वर्तनेनार्थवत्त्वं स्यात् । स्यादेतदेवम् , यदि रज्जुस्वरूपश्रवण-
मात्रेणेव सर्पभ्रान्तिः, संसारित्वभ्रान्तिर्ब्रह्मस्वरूपश्रवणात्रेण
निर्व्तेत ; न तु नि्वर्तते ; श्रुतब्रह्मणोऽपि यथापूर्व सुखदुः-
खादिसंसारिधर्मदर्शनात् , ’ श्रोतव्यो मन्तव्यो निदिध्या-
सितव्यः ’ इति च श्रवणोत्तरकालयोर्मनननिदिध्यासनयो-
र्विधिदर्शनात् । तस्मात्प्रतिपत्तिविधिविषयतयैव शास्त्रप्रमा-
णकं ब्रह्माभ्युपगन्तव्यमिति ।।"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-071.jpeg,"सू. ४.] 		प्रथमोऽध्यायः । 		१९
अत्राभिधीयते- न; कर्मब्रह्मविद्याफलयोर्वैलक्षण्यात् ।
शारीरं वाचिकं मानसं च कर्म श्रुतिस्मृतिसिद्धं धर्माख्यम्,
यद्विषया जिज्ञासा अथातो धर्मजिज्ञासा’ इति सूत्रिता ।
अधर्मोऽपि हिंसादिः प्रतिषेधचोदनालक्षणत्वाज्जिज्ञास्यः परि-
हाराय । तयोश्चोदनालक्षणयोरर्थानर्थयोर्धर्माधर्मयोः फले
प्रत्यक्षे सुखदुःखे शरीरवाङड्यनोभिरेवोपभुज्यमाने विषये-
न्द्रियसंयोगजन्ये ब्रह्मादिषु स्थावरान्तेषु प्रसिद्धे । मनुष्य-
त्वादारभ्य ब्रह्मान्तेषु देहवत्सु सुख्तारतम्यमनुश्रूयते ।
ततश्च तद्धेतोर्धर्मस्यापि तारतम्यं गम्यते । धर्मतारतम्यादधि-
कारितारतम्यम् । प्रसिद्धं चार्थित्वसामर्थ्यविद्वत्तादिकृतमधि-
कारितारतम्यम् । तथा च यागाद्यनुष्ठायिनामेव विद्यासमा-
धिविशेषादुत्तरेण पथा गमनम्, केवलैरिष्टापूर्तदत्तसाधनै-
र्धूमादिक्रमेण दक्षिणेन पथा गमनम्, तत्रापि सुखतार-
तम्यम् , तत्साधनतारम्यं च शास्त्रात् ’ यावत्संपातमुषित्वा ’
इत्यस्माद्गम्यते । तथा मनुष्यादिषुः स्थावरान्तेषु सुखलवश्चो-
दनालक्षणधर्मसाध्य एवेति गम्यते तारतम्येन वर्तमानः ।
तथोर्ध्वगतेष्वधोगतेषु च देहवत्सु दुःखतारतम्यदर्शनात्तद्धेतो-
रधर्मस्य प्रतिषेधचोदनालक्षणस्य तदनुष्ठायिनां च तारतैम्यं
गम्यते । एवमविद्यादिदोषवतां धर्माधर्मतारतम्यनिमित्तं शरी-"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-072.jpeg,"२०		 सूत्रभाष्ये		 [पाः १.
रोपादानपूर्वकं सुखदुःखतारतम्यमनित्यं संसाररूपं श्रुतिस्मृ-
तिन्यायप्रसिद्धम् । तथा च श्रुतिः ’ न ह वै सशरीरस्य सतः
प्रियाप्रिययोरपहतिरस्ति’ इति यथावर्णितं संसाररूपमनु-
वदति । अशरीरं वाव सन्तं न प्रियाप्रिये स्पृशतः’ इति
प्रियाप्रियस्पर्शनप्रतिषेधाच्चोदनालक्षणधर्मकार्यत्वं मोक्षाख्य-
स्याशरीरत्वस्य प्रतिषिध्यत इति गम्यते । धर्मकार्यत्वे हि
प्रियाप्रियस्पर्शनप्रतिषेधो नोपपद्येत । अशरीरत्वमेव धर्मका-
र्यमिति चेत्, न ; तस्यं स्वाभाविकत्वात्-’ अशरीर५ शरी-
रेषु अनवस्थेष्ववस्थितम । महान्तं विभुमात्मानं मत्वा धीरो
न शोचति ’ ’ अप्राणो ह्यमनाः शुभ्रः ’ ’ असङ्गो ह्ययं पुरुषः ’
इत्यादिश्रुतिभ्यः । अत एवानुष्ठेयकर्मफलविलक्षणं मोक्षाख्य-
मशरीरत्वं नित्यमिति सिद्धम । तत्र किंचित्परिणामिनित्यं
स्यात् , यस्मिन्विक्रियमाणेऽपि तदेवेदमिति बुद्धिर्न विहन्यते ;
यथा पृथिव्यादि जगन्नित्यत्ववादिनाम्, यथा वा सांख्यानां
गुणाः । इदं तु पारमार्थिकं कूटस्थनित्यं व्योमवत्सर्वव्यापि
सर्वविक्रियारहितं नित्यतृप्तं निरवयवं स्वयंज्योतिःस्वभावम् ,
यत्र धर्माधर्मौ सह कार्येण कालत्रयं च नोपावर्तेते; तदेतद-
शरीरत्वं मोक्षाख्यम्- ’ अन्यत्र धर्मादन्यत्राधर्मादन्यत्रा-
स्मात्कृताकृतात् । अन्यत्र भूताच्च भव्याच्च’ इत्यादिश्रुति-"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-073.jpeg,"सू. ४.] प्रथमोऽध्यायः । २१
भ्यः । अतस्तद्ब्रह्म, यस्येयं जिज्ञासा प्रस्तुता । तद्यदि कर्त-
व्यशेषत्वेनोपदिश्येत, तेन च कर्तव्येन साध्यश्चेन्मोक्षोऽभ्यु-
पगम्येत, अनित्य एव स्यात् । तत्रैवं सति यथोक्तकर्मफले-
ष्वेव तारतम्यावस्थितेष्वनित्येषु कश्चिदतिशयो मोक्ष इति
प्रसज्येत । नित्यश्च मोक्षः सर्वैर्मोक्षवादिभिरभ्युपगम्यते ।
अतो न कर्तव्यशेषत्वेन ब्रह्मोपदेशो युक्तः । अपि च ’ ब्रह्म
वेद ब्रह्नैव भवति’ ’क्षीयन्ते चास्य कर्माणि तस्मिन्दृष्टे
परावरे ’ आनन्दं ब्रह्मणो विद्वान्न बिभेति कुतश्चन’ ’ अभयं
वै जनक प्राप्तोऽसि’ तदात्मानमेवावेदहं ब्रह्मास्मीति,
तस्मात्तत्सर्वमभवत् ’ ’ तत्र को मोहः कः शोक एकत्वमनु-
पश्यतः’ इत्येवमाद्याः श्रुतयो ब्रह्मविद्यानन्तरमेव मोक्षं दर्श-
यन्त्यो मध्ये कार्यान्तरं वारयन्ति । तथा ’ तद्धैतत्पश्य-
न्नृषिर्वामदेवः प्रतिपेदेऽहं मनुरभवं सूर्यश्च ’ इति ब्रह्म-
दर्शनसर्वात्मभावयोर्मध्ये कर्तव्यान्तरवारणायोदाहार्यम्-
यथा तिष्ठन्गायति’ इति तिष्ठतिगायत्योर्मध्ये तत्कर्तृकं
कार्यान्तरं नास्तीति गम्यते । ’ त्वं हि नः पिता यो-
ऽस्माकमविद्यायाः परं पारं तारयसि’ ’ श्रुतं ह्येव मे भग-
वद्दृशेभ्यस्तरति शोकमात्मविदिति; सोऽहं भगवः शोचामि,
तं मा भगवाञ्छोकस्य पारं तारयतु ’ ’ तस्मै मृदितकषायाय"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-074.jpeg,"२२ 		सूत्रभाष्ये			 [पा. १.
तमसः पारं दर्शयति भगवान्सनात्कुमारः इति चैवमाद्याः
श्रुतयो मोक्षप्रतिबन्धनिवृत्तिमात्रमेवात्मज्ञानस्य फलं दर्श-
यन्ति । तथा च आचार्यप्रणीतं न्यायोपबृहितं सूत्रम्-
’ दुःखजन्मप्रवृत्तिदोषमिभ्याज्ञानानामुत्तरोत्तरापाये तदनन्त-
रापायाद्पवर्गः ’ इति । मिथ्याज्ञानापायश्च ब्रह्मात्मैकत्वविज्ञा-
नाड्भवति । न चेदं ब्रह्मात्मैकत्वविज्ञानं संपद्रूपम् यथा
’ अनन्तं वै मनोऽनन्ता विश्वेदेवा अनन्तमेव स तेन लोकं
जयति’ इति । न चाध्यासरूपम्- यथा ’ मनो ब्रह्मेत्युपा-
सीत ’ ’ आदित्यो ब्रह्मेत्यादेशः’ इति च मनआदित्यादिषु
ब्रह्मदृष्ट्यध्यासः । नापि विशिष्टक्रियायोगनिमित्तम् ’ वायुर्वाव
संवर्गः’ ’ प्राणो वाव संवर्गः ’ इतिवत् । नाप्याज्यावेक्षणादि-
कर्मवत्कर्माङ्गसंस्काररूपम् । संपदादिरूपे हि ब्रह्मात्मैकत्ववि-
ज्ञानेऽभ्युपगम्यमाने, ’ तत्त्वमसि ’ ’ अहं ब्रह्मास्मि’ अय-
मात्मा ब्रह्म इत्येवमादीनां वाक्यानां ब्रह्मात्मैकत्ववस्तुप्रति-
पादनपरः पदसमन्वयः पीड्येत । ’ भिद्यते हृदयग्रन्थिश्छि-
द्यन्ते सर्वसंशयाः’ इति चैवमादीन्यविद्यानिवृत्तिफलश्रव-
णान्युपरुध्येरन् । ’ ब्रह्म वेद ब्रह्मैव भवति’ इति चैवमादीनि
तद्भावापत्तिवचनानि संपदादिरूपत्वे न सामञ्जस्येनोपपद्ये-
रन् । तस्मान्न संपदादिरूपं ब्रह्मात्मैकत्वविज्ञानम् । अतो"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-075.jpeg,"सू. ४.] 		प्रथमोऽध्यायः । 		२३
न पुरुषव्यापारतन्त्रा ब्रह्मविद्या । किं तर्हि, प्रत्यक्षादि-
प्रमाणविषयवस्तुज्ञानवद्वस्तुतन्त्रैव । एवंभूतस्य ब्रह्मणस्तज्ज्ञा-
नस्य च न कथाचिद्युक्त्या शक्यः कार्यानुप्रवेशः कल्पयि-
तुम । न च विदिक्रियाकर्मत्वेन कार्यानुप्रवेशो ब्रह्मणः-
’ अन्यदेव तद्विदितादथो अविदितादधि’ इति विदिक्रि-
याकर्मत्वप्रतिषेधात् , ’ येनेदं सर्वं विजानाति तं केन विजा-
नीयात’ इति च । तथोपास्तिक्रियाकर्मत्वप्रतिषेधोऽऽपि भ-
वति-- ’ यद्वाचानभ्युदितं येन वागभ्युद्यते’ इत्यविषयत्वं
ब्रह्मण उपन्यस्य, ’ तदेव ब्रह्म त्वं विद्धि, नेदं यदिदमुपासते’
इति । अविषयत्वे ब्रह्मणः शास्त्रयोनित्वानुपपत्तिरिति चेत् , न ;
अविद्याकल्पितभेदनिवृत्तिपरत्वाच्छास्त्रस्य । न हि शास्त्रमि-
दंतया विषयभूतं ब्रह्म प्रतिपिपादयिषति । किं तर्हि, प्रत्य-
गात्मत्वेनाविषयतया प्रतिपादयत् अविद्याकल्पितं वेद्यवेदि-
तृवेदनादिभेदमपनयति । तथा च शास्त्रम्- ’ यस्यामतं
तस्य मतं मतं यस्य न वेद सः । अविज्ञातं विजानतां
विज्ञातमविजानताम् ’ ’ न दृष्टेर्द्रष्टारं पश्येर्न श्रुतेः श्रोतारं
श्रूणुया न मतेर्मन्तारं मन्वीथा न विज्ञातेर्विज्ञातारं वि-
जानीयाः ' इति चैवमादि । अतोऽविद्याकल्पितसंसारित्वनि-
वर्तनेन नित्यमुक्तात्मस्वरूपसमर्षणान्न मोक्षस्यानित्यत्वदोषः ।"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-076.jpeg,"२४ 		सूत्रभाष्ये		 [पा. १.
यस्य तूत्पाद्यो मोक्षः, तस्य मानसं वाचिकं कायिकं वा
कार्यमपेक्षत इति युक्तम । तथा विकार्यत्वे च । तयोः
पक्षयोर्मोक्षस्य धुवमनित्यत्वम् । न हि दध्यादि विकार्यम्
उत्पाद्यं वा घटादि नित्यं दृष्टं लोके । न च आप्यत्वेनापि
कार्यापेक्षा, स्वात्मस्वरूपत्वे सत्यनाप्यत्वात् ; स्वरूपव्यतिरि-
क्तत्वेऽपि ब्रह्मणो नाप्यत्वम् , सर्वगतत्वेन नित्याप्स्वरूप-
त्वात्सर्वेण ब्रह्मण आकाशस्येव । नापि संस्कार्यो मोक्षः,
येन व्यापारमपेक्षेत । संस्कारो हि नाम संस्कार्यस्य गुणाधा-
नेन वा स्यात् , दोषापनयनेन वा । न तावद्गुणाधानेन
संभवति, अनाधेयातिशयब्रह्मस्वरूपत्वान्मोक्षस्य । नापि दो-
षापनयनेन, नित्यशुद्धब्रह्मस्वरूपत्वान्मोक्षस्य । स्वाल्मधर्म एव
सन् तिरोभूतो मोक्षः क्रिययात्मनि संस्क्रियमाणे५भिव्य-
ज्यते-यथा आदर्शे निर्घर्षणक्रियया संस्क्रियमाणे भास्वरत्वं
धर्म इति चेत् , न; क्रियाश्रयत्वानुपपत्तेरात्मनः । यदाश्रया
क्रिया, तमविकुर्वती नैवात्मानं लभते । यद्यात्मा स्वाश्रयक्रिय-
या विक्रियेत, अनित्यत्वमात्मनः प्रसज्येत । अविकार्योऽय-
मुच्यते ’ इति चैवमादीनि वाक्यानि बाध्येरन । तच्चानिष्टम ।
तस्मान्न स्वाश्रया क्रिया आत्मनः संभवति । अन्याश्रया-
यास्तु क्रियाया अविषयत्वान्न तयात्मा संस्क्रियते । ननु"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-077.jpeg,"सू. ४.]		 प्रथमोऽध्यायः । 		२५
देहाश्रयया स्नानाचमनयज्ञोपवीतधारणादिकया क्रियया देही
संस्क्रियमाणो दृष्टः, न ; देहादिसंहतस्यैवाविद्यागृहीतस्यात्मनः
संस्क्रियमाणत्वात् । प्रत्यक्षं हि स्नानाचमनादेर्देहसमवायि-
त्वम् । तया देहाश्रयया तत्संहत एव कश्चिदविद्ययात्मत्वेन
परिगृहीतः संस्क्रियत इति युक्तम् । यथा देहाश्रयचिकित्सा-
निमित्तेन धातुसाम्येन तत्संहतस्य तदभिमानिन आरोग्य-
फलम्, ` अहमरोगः ’ इति यत्र बुद्धिरुत्पद्यते- एवं स्नाना-
चमनयज्ञोपवीतधारणादिकया ’ अहं शुद्धः संस्कृतः इति
यत्र बुद्धिरुत्पद्यते, स संस्क्रियते । स च देहेन संहत एव ।
तेनैव अहंकर्त्रा अहंप्रत्ययविषयेण प्रत्ययिना सर्वाः क्रिया
निर्वर्त्यन्ते । तत्फलं च स एवाश्नाति, ’ तयोरन्यः पिप्पलं
स्वाद्वत्ति अनश्नन्नन्योऽभिचाकशीति’ इति मन्त्रवर्णात-
' आत्मेन्द्रियमनोयुक्तं भोक्तेत्याहुर्मनीषिणः’ इति च । तथा
’ एको देवः सर्वभूतेषु गूढः सर्वव्यापी सर्वभूतान्तरात्मा । कर्मा-
ध्यक्षः सर्वभूताधिवासः साक्षी चेता केवलो निर्गुणश्च' इति.
स पर्यागाच्छुक्रमकायमब्रणमस्नाविरं शुद्धमपापविद्धम् ’ इति.
च-एतौ मन्त्रावनाधेयातिशयतां नित्यशुद्धतां च ब्रह्मणो
दर्शयतः । ब्रह्मभावश्च मोक्षः । तस्मान्न संस्कार्योऽपि
मोक्षः । अतोऽन्यन्मोक्षं प्रति क्रियानुप्रवेशद्वारं न शक्यं"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-078.jpeg,"२६ 		सूत्रभाष्ये 		[पा. १.
केनचिद्दर्शयितुम् । तस्माज्ज्ञानमेकं मुक्त्वा क्रियाया गन्ध-
मात्रस्याप्यनुप्रवेश इह नोपपद्यते । ननु ज्ञानं नाम मानसी
क्रिया, न; वैलक्षण्यात् । क्रिया हि नाम सा, यत्र वस्तु-
स्वरूपनिगपेक्षैव चोद्यते, पुरुषचित्तव्यापाराधीना च,
यथा--’ यस्यै देवतायै हविर्गृहीतं स्यात्तां मनसा ध्याये-
द्वषद् करिष्यन’ इति, ’ संध्यां मनसा ध्यायेत्’ इति चैव-
मादिषु । ध्यानं चिन्तनं यद्यपि मानसम् , तथापि पुरुषेण
कर्तुमकर्तुमन्यथा वा कर्तु शक्यम्, पुरुषतन्त्रत्वात् । ज्ञानं
तु प्रमाणजन्थम । प्रमाणं च यथाभूतवस्तुविषयम् । अतो
ज्ञानं कर्तुमकर्तुमन्यथा वा कर्तुम् न शक्यम् । केवलं वस्तुत-
न्त्रमेव तत् ; न चोदनातन्त्रम्, नापि पुरुषतन्त्रम् ; तस्मा-
न्मानसत्वेऽपि ज्ञानस्य महद्वैलक्षण्यम् ।यथा च ’ पुरुषो
वाव गौतमाग्निः’ योषा वाव गौतमाग्निः’ इत्यत्र योषि-
त्पुरुषयोरग्निबुद्धिर्मानसी भवति; केवलचोदनाजन्यत्वात्तु
क्रियैव सा पुरुषतन्त्रा च ; या तु प्रसिद्धेऽग्नावग्निबुद्धिः, न
सा चोदनातन्त्रा ; नापि पुरुषतन्त्रा ; किं तर्हि, प्रत्यक्षवि-
षयवस्तुतन्त्रैवति ज्ञानमेवैतत् ; न क्रिया- एवं सर्वप्र-
माणविषयवस्तुषु वेदितव्यम् । तत्रैवं सति यथाभूतब्रह्यात्म-
विषयमपि ज्ञानं न चोदनातन्त्रम् । तद्विषये लिङादयः"
D:\Projects\Sanskrit-OCR\Sanskrit-helper\OCR-Images-Annotation\BHSv1S1\page-079.jpeg,"सू. ४.] 		प्रथमोऽध्यायः । 	२७
श्रूयमाणा अपि अनियोज्यविपयत्वात्कुण्ठीभवन्ति उपला-
दिषु प्रयुक्तक्षुरतैक्ष्ण्यादिवत, अहेयानुपादेयवस्तुविषयत्वात् ।
किमर्थानि तर्हि ’ आत्मा वा अरे द्रष्टव्यः श्रोतव्यः’ इत्या-
दीनि विधिच्छायानि वचनानि?- स्वाभाविकप्रवृत्तिवि-
षयविमुखीकरणार्थानीति ब्रूमः । यो हि बहिर्मुखः प्रवर्तते
पुरुषः ’ इष्टं मे भूयादनिष्टं मा भूत्’ इति, न च तत्रात्य-
न्तिकम् पुरुषार्थं लभते, तमात्यन्तिकपुरुषार्थवाञ्किनं स्वाभा-
विकात्कार्यकरणसंघातप्रवृत्तिगोचराद्विमुखीकृत्य प्रत्यगात्मस्रो-
तस्तया प्रवर्तयन्ति `आत्मा वा अरे द्रष्टव्यः ’ इत्यादीनि ;
तस्यात्मान्वेषणाय प्रवृत्तस्याहेयमनुपादेयं चात्मतत्त्वमुपदिश्य-
ते-’ इदं सर्वं यदयमात्मा ’ ’ यत्र त्वस्य सर्वमात्मैवाभूत्त-
त्केन कं पश्येत् .केन कं विजानीयात् ’ ’ विज्ञातारमरे केन
विजानीयात्’ अयमात्मा ब्रह्म’ इत्यादिभिः । यदप्यकर्त-
व्यप्रधानमात्मज्ञानं हानायोपादानाय वा न भवतीति, तत्त-
थैवेत्यभ्युपगम्यते । अलंकारो ह्ययमस्माकम्- यद्गह्यात्मा-
वगतौ सत्यां सर्वकर्तव्यताहानिः कृतकृत्यता चेति । तथा
च श्रुतिः- ’ आत्मानं चेद्विजानीयादयमस्मीति पूरुषः ।
किमिच्छन्कस्य कामाय शरीरमनुसंज्वरेत्’ इति, ’ एतद्बुद्ध्या
बुद्धिमान्स्यात्कृतकृत्यश्च भारत ’ इति च स्मृतिः । तम्मान्न"
